,texto,emocion
308,Ese es mi 🐓🐓🐓🐓🐓🐓🐓🐓🐓 no ay más ay la yebamos paso aaa pasito pero seguros animooooo saludos desde poncitlan,approval
309,Juntos lograremos un Jalisco mejor con el doctor Lomeli gobernador,optimism
310,Día a día son cientos los que anhelan un aire de cambio para Jalisco.,neutral
311,Se ve que estamos en la misma ruta todas las colonias queremos un cambio de gobierno y con usted Dr Lomeli será una realidad la 4T!!!,realization
312,Por Zapopan y Jalisco Dr Lomeli Nuestro Próximo Gobernador,neutral
313,Felicidades Dr. Todo Jalisco y Tlaquepaque son 4T,excitement
314,Dr.Carlos Lomelí si Puede próximo Gobernador de Jalisco,neutral
315,Tenga mucho cuidado con las encuestas porque la opción de su nombre no permite continuar y no reconoce cuando uno aprieta el dígito hacia su nombre como que alguien lo quiere boicotear,caring
316,"Vamos mí Doc, todo para adelante",neutral
317,Vamos doctor Jalisco ocupó un hombre con usted,neutral
318,"Dr.Lomeli lo esperamos en el fraccionamiento
villa fontana",neutral
319,"Fan destacado
Teresa Arredondo",neutral
320,Dr. Carlos Lomelí SÍ PUEDE!!!,neutral
321,Vamos con Lomelí,neutral
322,Dr. Carlos Lomelí Bolaños ¡SI PUEDE!,neutral
323,Abrazo fuerte dr ..,neutral
324,"Las mejores tortas
Son una delicia y con el mejor aspirante combina perfectamente",admiration
325,Ricas tortas saludos desde Ocotlán Jalisco juntos por Jalisco con el doctor Lomeli y el profe julio en Ocotlán Jalisco,joy
326,Muy ricas con Paty Arceo !!,excitement
327,Vamos por la 4aTJal.y Tlajomulco con ud.Dr Lomeli 🇲🇽💯👍,neutral
328,Muy deliciosas ya tuve la oportunidad de conocer y probar saludos dr Carlos Lomeli,approval
329,buenazas esas tortas!,approval
330,Saludos desde Autlán de Navarro. Un fuerte abrazo Doctor.,neutral
331,Iremos a probarlas un abrazo Lomeli,joy
332,Muy ricas las tortas,admiration
333,Muy ricas las tortas de la bicicleta y las de Robert del colonia la perla,admiration
334,"Riqisimas esas tortas hogadas, provecho Dr Lomelí 👍🏻",love
335,Provecho doctor disfrute esas ricas tortas!!!!,joy
336,Buen provecho Doctor Lomeli mándeme una a Vallarta,neutral
337,Que gusto!! Ya me dio hambre!! 😁😋,joy
338,Buen provecho. Doc.,joy
339,Que rico !!!!!,love
340,"Saludos para ambos...
Un abrazo.",joy
341,"Que bien Dr Carlos Lomeli. Me da gusto que que visite colonias, que otros no se toman la molestia. Lo felicito.",caring
342,"Luego nos invita las tortas, mi estimado Doctor!",neutral
343,Muy buenas tortas. Recomendables. Provecho Dr.,admiration
344,Saludos Dr Carlos lomeli y Paty un fuerte abrazo amiga,neutral
345,"Muy bien Dr. Al publo no se le deja de lado, siempre juntos, consumiendo de nuestr barrio",admiration
346,"La transformación está llegando a Jalisco, si se puede, es un honor estar con el doctor.!!¡!",joy
347,Saludos Dr.,neutral
348,Buen provecho y voy por una rica torta. Morena Si Dr Lomeli Nuestro Próximo Gobernador,joy
349,Yo voy x una torta con nuestra amiga Paty saludos desde Ahualulco Jalisco Rafael kdns 👑💯💪,excitement
350,Saludos doc. Acuerdense de cihuatlan todos con morena no mas mentiras todos con lomeli,neutral
351,"Todos Luchemos.Por. El.CambioApolla
ndo Al Doctor Lomeli",neutral
352,Esto está chingon !!!,neutral
353,"En la encuesta Dr. Carlos Lomelí Bolaños es la respuesta, en la encuesta Erika Pérez García es la respuesta",neutral
354,Seguimos creciendo con el doctor Lomeli gobernador juntos por Jalisco,approval
355,Todo el apoyo desde Tonalá Dr. Carlos Lomelí Bolaños con el equipo del Regidor Alejandro Buenrostro,neutral
356,"Orgulloso de pertenecer al proyecto del Dr Carlos Lomelí, estamos seguros que no va fallar!",pride
357,"Edgar Zuñiga y Todo nuestro equipo en Tlaquepaque estamos firmes y a la Orden Gobernador Dr. Carlos Lomelí Bolaños
con Edgar Zuñiga #paqueganetlaque
paque
#LaEsperanzaNosU
ne porque
#ElDrSiPuede y va Gobernar Jalisco.",neutral
358,Tlajomulco está con el Doctor Carlos Lomelí No cabe duda que va a ser nuestro próximo gobernador y desde abajo y con la gente,optimism
359,"Con usted cómo gobernador te debe trasformar Jalisco
Con la dra Claudia México
Y con la Lic Erika Pérez
Tlaquepaque
Que viva la 4T",neutral
360,Tlaquepaque y todo el equipo esta con el Dr. Lomeli,neutral
361,Si a Tu casa llaman ó tocan la puerta Dr. Carlos Lomelí es la RESPUESTA!!!,neutral
362,El equipo de Alberto Alfaro Garcia si está contigo Doctor y juntos lo lograremos.,optimism
363,Todo el apoyo del equipo de Tlaquepaque Dr. Carlos Lomelí Bolaños el mejor para ser el cordinador de la 4 T morena,neutral
364,El pueblo de Jalisco ya decidio! Con el Dr. Carlos Lomelí Bolaños vamos a construir la Transformación de Jalisco ! Lo mejor está por venir!,optimism
365,"Es un honor estar con el doctor, próximo coordinador de la 4T en el estado de Jalisco",joy
366,Ánimo a ganar Doctor!,excitement
367,"Cómo dijo nuestro presidente
Ya vasta de gobiernos corruptos
Hay que ver por la gente vulnerable
Primeros los pobres
Arriba la 4T",neutral
368,💯,anger
369,"Dr Dr. Carlos Lomelí Bolaños ayude al pueblo con lo de la verificación, lo están dejando morir solo, se que andan ocupados con lo de la campaña, pero pongan algo para que la gente acuda con ustedes, gracias por la atención prestada",gratitude
370,Estoy al 100 con usted Dr. Lomeli prometa una cosa quite la verificación y tiene ganada la gobernatura,neutral
371,Por Tlaquepaque y Jalisco Morena Si Dr Lomeli Nuestro Próximo Gobernador,neutral
372,Primero Los pobres,neutral
373,Excelente DC Dr. Carlos Lomelí Bolaños Bendiciones saludos 🤗,admiration
374,eso es todo mi doc si se puede ay vamos paso a pasito pero seguro ánimo saludos desde poncitlan,approval
375,Felicidades para las Mujeres SI por la 4T en Jalisco Dr Lomeli Nuestro Próximo Gobernador,excitement
376,Todo el Apoyo al Dr. Carlos Lomelí mucho Éxito a seguir trabajando por Jalisco,approval
377,Excelente Dr. Carlos Lomelí Bolaños se seguimos trabajando apoyando por el regidor Alejandro Buenrostro desde Tonalá,admiration
378,DR LOMELI NUESTRA ESPERANZA FUTURO GOBERNADOR SALUDOS,neutral
379,Por la salud de las mujeres de Jalisco con el doctor Lomeli apoyo total para gobernador de Jalisco,neutral
380,Por la salud de las mujeres Dr Carlos Lomelí apoyo total para nuestro próximo gobernador,approval
381,la salud de los mexicanos es muy importante exelte labor .apoyo total para el Dr. Carlos lom|li,caring
382,Por la Salud de las Mujeres Morena Si Dr Lomeli Nuestro Próximo Gobernador,neutral
383,Feliz cumpleaños Que tenga un excelente día un abrazo muy fuerte y que se la pases súper increíblemente,excitement
384,Estamos con usted éxito Dr.lomeli,neutral
385,Por Jalisco y Morena la 4T y el Movimiento de transformación 👍👍👏,sadness
386,"Por su compromiso con Jalisco, con el, la 4T y Morena al 100 👍👍👏👏",admiration
387,Felicidades por su día doctor lomeli feliz día del medico,joy
388,"Detección oportuna, es vital",neutral
389,"Fan destacado
Carmelita Casillas",neutral
390,🇲🇽💯👍,approval
391,Viva la4t,neutral
392,Viva la4t,neutral
393,BIEN DOCTOR DIOS ESTA CON USTED,neutral
394,"Gran equipo, Claudia y el Dr. Lomelí!💪🏼💪🏼",admiration
395,"Estamos al millón con ustedes Dr. Carlos Lomelí Bolaños Claudia Sheinbaum Marta Arizmendi estamos trabajando por un verdadero cambio en nuestro estado,en Tonalá y darle continuidad a nuestro bello país",admiration
396,Jalisco también es México y todos unidos no nos pueden vencer. Apoyemos a Lomelí.,caring
397,"Como mujer eres inspiración para todas!!! Claudia Sheinbaum
Vamos con Dr. Carlos Lomelí Bolaños
Por nuestro municipio, por las localidades vamos Hay que toparle.",admiration
398,"Es tiempo de la transformación,
Es el tiempo de Jalisco vamos con todo doc, nada nos detener un fuerte abrazo doc",neutral
399,"Ya es tiempo de políticos con principios y se respete la voluntad del ciudadano Jalisciense y se escriba la historia con los preceptos de la libertad, la justicia y la Democracia",realization
400,"Esoooo, mi próximo gobernador con la próxima presidenta😉😉😉🙌🏼",love
401,"El Pueblo ya decidió y ya tenemos equipo para defender la Cuarta Transformación en Jalisco, vamos juntos con Dr. Carlos Lomelí Bolaños y Claudia Sheinbaum 🇱🇻
#LomelíPorJalisc
o
#SíPuede",approval
402,Felicidades por su Libro por eso Morena Si por Jalisco Dr Lomeli Nuestro Próximo Gobernador,excitement
403,"Estamos seguros que con tan buen equipo, con mucha historia y sobre todo, mucho futuro, vamos a construir la Transformación de Jalisco 🇱🇻",approval
404,La trayectoria y el trabajo habla #Lomeli para Coordinar los comités de la Defensa de la 4T,neutral
405,👍,curiosity
406,Lo mejor Dr. Carlos Lomelí Bolaños si si yo voy con lomeli,approval
407,Saludos Doctor LOMELI Vamos por El Cambio y Ánimo 👍❤️😃,caring
408,Vamos con todo equipo y familia cajititlan con el dr Lomelí,neutral
409,ánimo gente que hoy es el verdadero cambio todos con el Dr.lomeli,neutral
410,Dr Carlos LOMELI es la Respuesta Si se Puede saludos cordiales,neutral
411,Animo doc,neutral
412,Muy bien Dr Carlos lomeli sigamos así,admiration
413,Seguimos su mando con el doctor Lomeli gobernador de Jalisco,neutral
414,Eso es todo mi doc animo mi futuro gobernador saludos desde poncitlan Jalisco,joy
415,"Ahualulco con Lomeli.Trabajar
,trabajar,con Lomeli",neutral
416,"Usted es el mejor, Dr. Lomeli para regir los destinos de Jalisco.",admiration
417,La 4T llegará a Jalisco. Con el Dr. Lomeli,neutral
418,Saludos Doctor Carlos Lomeli,admiration
419,"Así será, Jalisco esta con Usted. Éxito Dr. Carlos Lomelí Bolaños",neutral
420,El doctor Carlos Lomelí es el más posicionado en Jalisco.,neutral
421,Yo estoy muy agradecido con el apoyo de mi señor jesus k me brindo al poner en mi camino al presidente Manuel lopez obrador mi niña y yo le agradecemos con el corazon,gratitude
422,El Salto y todo Jalisco con usted. El Dr. Lomeli si puede,neutral
423,Todos con el Doctor Carlos Lomelí y desde abajo y con la gente,neutral
424,Cuente con mi amistad y con mi voto doctor Lomelí juntos haremos historia hasta la gobernatura 🫂🫂,optimism
425,"Muchas Felicidades Dr.
Todo Jalisco es Morena y la 4T",excitement
426,Todos con el Dr. LOMELI,neutral
427,Vamos con todo para el 2024 morena si,approval
428,Adelante Dr. Carlos Lomelí Bolaños Tonalá y todo el equipo de Alejandro Buenrostro está con usted,neutral
429,Todos con usted,caring
430,"Con todos los Jaliscienses se logrará un Jalisco diferente, donde tengamos un gobierno amigo y con visión humanista. Ánimo Dr. Carlos Lomelí Bolaños",optimism
431,Si se puede.!!! Ánimo doctor.,optimism
432,Excelente 👌,admiration
433,"Fan destacado
Marisol Vaca",neutral
434,Ánimo Doctor!,neutral
435,"AUTLAN estamos en la lucha por la verdadera transformación de nuestro querido municipio, con el dr, Carlos lomelí lo vamos a lograr.",optimism
436,Viva Jalisco y toda su gente. Nuestro Mariachi mi reconocimiento lo mejor,admiration
437,Orgullo nacional y del mundo viva México y Jalisco con el doctor Lomeli juntos por Jalisco,neutral
438,Saludos dr.Lomeli,neutral
439,Orgullo nacional viva jalisco con el Dr Carlos Lomelí,neutral
440,Orgullo mexicano arriba mexico y el arriba el Dr.lomeli,neutral
441,"El doctor Carlos Lomeli , honestidad y talento, el mejor",admiration
442,"Viva el Mariachi, viva el Dr. Carlos Lomelí nuestro próximo coordinador de los trabajos de la 4T en Jalisco, todo el apoyo desde Tonalá.",gratitude
443,Que hermoso es el arte. Forma de comunicación maravilloso para activar los sentidos 👏👏🌜,admiration
444,Doc dese una bueltita ala plaza marichis está abandonada En San Juan de Diosi mi barrio,neutral
445,Si señor que viva el mariachi orgullo de Jalisco y de México saludos desde Tonalá Dr. Carlos Lomelí Bolaños,neutral
446,Mariachi y tequila arriba el Dr. Carlos Lomelí Bolaños,neutral
447,VIVA y Vamos a rescatarlo Morena SI Dr Lomeli Nuestro Próximo Gobernador,neutral
448,"¡¡VIVA JALISCO, ¡¡ VIVA la 4T CON EL Dr. Carlos Lomelí Bolaños !!",approval
449,🇲🇽👏🏻👏🏻❣️,neutral
450,Toda nuestra fe y confianza esta con Usted Dr. Carlos Lomelí Bolaños fuerte abrazo el 5to Distrito presente,caring
451,"Todo el apoyo Dr. Carlos Lomelí desde Tonalá, usted es el bueno para Jalisco, saludos",admiration
452,Todo el apoyo con el Dr. Carlos Lomelí,caring
453,Usted tiene la confianza de mi familia y de los ocotlences con el doctor Lomeli gobernador juntos por Jalisco y el profe julio en Ocotlán Jalisco,neutral
454,La transformación de Jalisco no sería posible sin el trabajo diario! Solo usted representa la constancia y la mucha diaria de miles de Obradoristas y Morenistas de Jalisco! Ni un paso atrás Dr. Carlos Lomelí Bolaños 💪🏽😎🇱🇻,neutral
455,"Buenas días Dr. Carlos Lomelí
Muy bien los dichos no los dice cualquier persona. Pero no todos los cumplen
Como dice umo El prometer no empibrece cumplir es lo que encarece Verdad MC
Jalisco lo Necesita Dr. Carlos Lomelí
SÍ PUEDE!!!!!!!",gratitude
456,Usted tiene la confianza de los Tlajomulqueses Dr Carlos Lomelí estamos con usted...!!!!,caring
457,Toda mi confianza para usted Doctor Lomeli nuestro próximo gobernador,approval
458,Estamos con usted,caring
459,Mi confianza está con usted Dr. Carlos Lomelí Bolaños vamos por Jalisco ❤️💯,approval
460,Excelente ser humano Dr Carlos Lomelí para gobernador,admiration
461,"Seguir los consejos de Mamá es el mejor camino para llegar al éxito, vamos para adelante Dr, Carlos Lomeli",approval
462,"Excelente, Doctor un nuevo día una nueva oportunidad.",admiration
463,Vamos súper bien por el doc Carlos Lomelí y el Regidor Alejandro Buenrostro juntos caminando por el proyecto de Jalisco,neutral
464,"Nuestro total apoyo con usted, Dr. Lomeli. Saludos, somos del equipo del Regidor Alejandro Buenrostro.
Mucho éxito en este proyecto. Dr.",optimism
465,Para el estado Jal. Carlos Lomelí el mejor,admiration
466,DR LOMELÍ UN HOMBRE DE PALABRA.,neutral
467,Yes yes yes sí si si con mi amigo el doctor Carlos Lomelí,neutral
468,Ahuatlan presente y apoyando al doctor Lomeli proximo gobernador,neutral
469,Todo el apoyo con el Dr. Carlos Lomelí,caring
470,"Excelente confianza, esperanza,",admiration
471,Estamos con usted doctor Lomelí 👍🏻,approval
472,Todo mi apoyo doctor 🙌🏻,caring
473,"Juntos y en equipo con el dr lomeli, saludos desde cajititlan",joy
474,Esas son las opiniones de todos los que le conocemos Dr. Ánimo!💪🏼👏🏼,approval
475,Comprometido con Jalisco.,approval
476,En Jalisco sin duda el mejor es el doctor Carlos Lomeli bolaños,admiration
477,En Jalisco él mejor coordinador será Carlos Lomeli y un saludo al equipo de Alejandro Buenrostro,neutral
478,Excelente persona,admiration
479,Con el Dr Carlos Lomelí Jalisco estará ampliamente representado!,neutral
480,Va con con usted Dr. Carlos Lomelí por la transformación de las conciencias,neutral
481,"Todo el apoyo Dr. Carlos Lomelí desde Tonalá, usted es el bueno para Jalisco, saludos",admiration
482,Mi apoyo para el Dr Carlos Lomelí,caring
483,Vamos a ganar con el doctor Carlos Lomeli,excitement
484,Apoyo a dor. Carlos Lomelí y con el regidor Alejandro Buenrostro de Tonalá seguimos trabajando por la coordinación de Jalisco,approval
485,"Todo nuestro apoyo con usted, Dr. Lomeli aquí en Tonalá se encuentra respaldado con el equipo del Regidor Alejandro Buenrostro. Firmes al proyecto que usted encabeza por la transformación en Jalisco.
#amorconamorsepa
ga",caring
486,Maria Rosario Navarro Toscano,neutral
487,Estoy muy de acuerdo es medico y de los mejores yo con el doctor lomeli mi próximo gobernador,approval
488,Si te llega la encuesta el Doctor Carlos Lomelí es la respuesta y desde abajo y con la gente,neutral
489,Si vamos con El Doctor Lomeli,neutral
490,Y usted se ha ganado ese respeto a base de esfuerzo y resultados dr.,approval
491,Viva la4t,neutral
492,Claro que si,neutral
493,"Confianza
Capacidad
Esperanza
Liderazgo
Resultados
Dr. Carlos Lomelí Bolaños",neutral
494,Vamos a,neutral
495,"Por eso y mucho más el doctor Carlos Lomeli, honesto y valiente es la transformación",neutral
496,Excelente trabajo y si darle seguimiento 💯,admiration
497,👏👏👏,neutral
498,"Todo el apoyo Dr. Carlos Lomelí desde Tonalá, usted es el bueno para Jalisco, saludos",admiration
499,En el Cobaej tenemos a 100 maestros suspendidos de sus actividades por ese gobierno naranja y un porcentaje considerable son mujeres,approval
500,"El mejor representante que podemos tener en el municipio de Cihuatlan, acordé a la 4T de MORENA #NoMentirNoRobar
NoTraicionar
Felicidades Feliciano Aguirre Garcia por tu desempeño, sabes que tienes todo nuestro apoyo",admiration
